2 0 2 ..FGBB..FGH..AAGH......ICCCDDI..EE..
3 1 2 ..F.BB..FGH..AAGH....G.ICCCDDI..EE.. G99
3 1 2 ..FGBB..FGH.AA.GH......ICCCDDI..EE.. A99
3 1 2 ..FGBB..FGH..AAGH......ICCCDDI...EE. E99
3 1 2 ..FGBB..FGH..AAGH.......CCCDDI..EE.I I99
3 1 2 ..FGBB..FG...AAGH.....HICCCDDI..EE.. H99
3 1 2 ..FGBB..FGH..AAGH......ICCCDDIEE.... E98
3 1 2 ..FGBB..FGH..AAGH......ICCCDDI....EE E98
3 1 2 ..FGBB..FGH..AAGH......ICCCDDI.EE... E99
4 1 3 ..FGBB..FGHI.AAGHI......CCCDD...EE.. I98
4 1 3 ..FGBB..FGH..AAGHI.....ICCCDD...EE.. I99
4 2 2 ..F.BB..FGH..AAGH....G..CCCDDI..EE.I G99 I99
4 2 2 ..FGBB..FGH..AAGH.......CCCDDI...EEI I99 E99
4 2 2 ..FGBB..FG...AAGH.....H.CCCDDI..EE.I H99 I99
4 2 2 ..FGBB..FGH.AA.GH......ICCCDDIEE.... A99 E98
4 2 2 ..FGBB..FG...AAGH.....HICCCDDI...EE. H99 E99
4 2 2 ..F.BB..FGH.AA.GH....G.ICCCDDI..EE.. G99 A99
4 2 2 ..FGBB..FGH.AA.GH......ICCCDDI....EE A99 E98
4 2 2 ..FGBB..FGH.AA.GH......ICCCDDI.EE... A99 E99
4 2 2 ..F.BB..FGH..AAGH....G.ICCCDDIEE.... G99 E98
4 2 2 ..FGBB..FGH.AA.GH......ICCCDDI...EE. A99 E99
4 2 2 ..FGBB..FGH.AA.GH.......CCCDDI..EE.I A99 I99
4 2 2 ..F.BB..FG...AAGH....GHICCCDDI..EE.. G99 H99
4 2 2 ..FBB...FGH..AAGH....G.ICCCDDI..EE.. G99 B99
4 2 2 ..FGBB..FG..AA.GH.....HICCCDDI..EE.. H99 A99
4 2 2 ..F.BB..FGH..AAGH....G.ICCCDDI.EE... G99 E99
4 2 2 ..FGBB..FGH..AAGH.......CCCDDIEE...I I99 E98
4 2 2 ..FGBB..FG...AAGH.....HICCCDDI.EE... H99 E99
4 2 2 ..F.BB..FGH..AAGH....G.ICCCDDI....EE G99 E98
4 2 2 ..FGBB..FG...AAGH.....HICCCDDI....EE H99 E98
4 2 2 ..FGBB..FG...AAGH.....HICCCDDIEE.... H99 E98
4 2 2 ..F.BB..FGH..AAGH....G.ICCCDDI...EE. G99 E99
4 2 2 ..FGBB..FGH..AAGH.......CCCDDI.EE..I I99 E99
5 2 3 ..FGBB..FGHI.AAGHI......CCCDD.....EE I98 E98
5 2 3 ..FGBB..FGHI.AAGHI......CCC.DD..EE.. I98 D99
5 2 3 ..FGBB..FGHI.AAGHI......CCCDD....EE. I98 E99
5 2 3 ..FGBB..FGH..AAGHI.....ICCCDD....EE. I99 E99
5 2 3 ..FGBB..FGH..AAGHI.....ICCC.DD..EE.. I99 D99
5 2 3 ..F.BB..FGH..AAGHI...G.ICCCDD...EE.. G99 I99
5 2 3 ..FGBB..FGHIAA.GHI......CCCDD...EE.. A99 I98
5 2 3 ..F.BB..FGHI.AAGHI...G..CCCDD...EE.. G99 I98
5 2 3 ..FGBB..FGH.AA.GHI.....ICCCDD...EE.. A99 I99
5 2 3 ..FGBB..FGHI.AAGHI......CCCDD..EE... I98 E99
5 2 3 ...GBB...GH.AAFGH...F..ICCCDDI..EE.. F98 A99
5 2 3 ...GBB..FGH.AAFGH......ICCCDDI..EE.. F99 A99
5 2 3 ..FGBB..FGH..AAGHI.....ICCCDD..EE... I99 E99
5 2 3 ..FGBB..FGH..AAGHI.....ICCCDD.....EE I99 E98
5 2 3 ..FGBB..FGH..AAGHI.....ICCCDD.EE.... I99 E98
5 2 3 ..FGBB..FGHI.AAGHI......CCCDD.EE.... I98 E98
5 2 3 ..FGBB..FG.I.AAGHI....H.CCCDD...EE.. H99 I98
5 2 3 ..FGBB..FG...AAGHI....HICCCDD...EE.. H99 I99
10 7 3 ..BBH...FGHIAAFG.I...G..CCCDD.....EE F99 G99 B98 H99 A99 I98 E98
10 7 3 ..BBH...FGH.AAFG.I...G.ICCCDD.....EE F99 G99 B98 H99 A99 I99 E98
10 7 3 ..BBH...FGHIAAFG.I...G..CCCDD....EE. F99 G99 B98 H99 A99 I98 E99
10 7 3 ..FBB...F...AA.GHI...GHICCCGDDEE.... G98 B99 H99 A99 I99 D99 E98
10 7 3 ..BBH...FGH.AAFG.I...G.ICCCDD....EE. F99 G99 B98 H99 A99 I99 E99
10 7 3 ...BBI...GHIAAFGH...FG..CCC.DD.EE... F98 G99 B99 A99 I97 D99 E99
10 7 3 ...BBI...G.IAAFGH...FGH.CCCDD....EE. F98 G99 B99 H99 A99 I97 E99
10 7 3 ..BB.I...GHIAAFGH...FG..CCC.DD....EE F98 G99 B98 A99 I97 D99 E98
10 7 3 ...BBI..FGHIAAFGH....G..CCC.DD.EE... F99 G99 B99 A99 I97 D99 E99
10 7 3 BB.GH...FGHIAAFG.I......CCCDD...EE.. F99 G98 B96 H99 A99 I98
10 7 3 BB.GH...FGH.AAFG.I.....ICCCDD...EE.. F99 G98 B96 H99 A99 I99
10 7 3 BB.G....FGH.AAFGH.......CCCDDI...EEI F99 G98 B96 A99 I99 E99
10 7 3 BB..H...FGHIAAFG.I...G..CCCDD.....EE F99 G99 B96 H99 A99 I98 E98
10 7 3 BB..H...FGH.AAFG.I...G.ICCCDD.....EE F99 G99 B96 H99 A99 I99 E98
10 7 3 ....BB......AAF.HI..FGHICCCGDDEE.G.. F98 G97 H99 A99 I99 D99 E98
10 7 3 BB..H...FGHIAAFG.I...G..CCCDD....EE. F99 G99 B96 H99 A99 I98 E99
10 7 3 BB..H...FGH.AAFG.I...G.ICCCDD....EE. F99 G99 B96 H99 A99 I99 E99
10 7 3 BB..H...FGHIAAFG.I...G..CCCDD..EE... F99 G99 B96 H99 A99 I98 E99
10 7 3 BB..H...FGH.AAFG.I...G.ICCCDD..EE... F99 G99 B96 H99 A99 I99 E99
10 7 3 .BB.....F.HIAAF.HI...G..CCCGDD.EEG.. F99 G97 B97 A99 I98 D99 E99
10 7 3 ...BBI...GHIAAFGH...FG..CCC.DD....EE F98 G99 B99 A99 I97 D99 E98
10 7 3 ...BBI..FGHIAAFGH....G..CCC.DD....EE F99 G99 B99 A99 I97 D99 E98
10 7 3 BB......F.HIAAF.HI...G..CCCGDD.EEG.. F99 G97 B96 A99 I98 D99 E99
10 7 3 ...BB.....HIAAF.HI..FG..CCCGDDEE.G.. F98 G97 B99 A99 I98 D99 E98
10 7 3 ...BB...F.HIAAF.HI...G..CCCGDDEE.G.. F99 G97 B99 A99 I98 D99 E98
10 7 3 .BBGH...FGH.AAFG.I.....ICCCDD...EE.. F99 G98 B97 H99 A99 I99
10 7 3 ..FBB...FG.I.AAGHI...GH..CCCDD....EE G99 B99 H99 I98 C99 D99 E98
10 7 3 ..BB.I..FGHIAAFGH....G..CCC.DD....EE F99 G99 B98 A99 I97 D99 E98
10 7 3 ...BB...FG..AAFGH....GH.CCCDDI.EE..I F99 G99 B99 H99 A99 I99 E99
10 7 3 .BB.H...FGHIAAFG.I...G..CCCDD....EE. F99 G99 B97 H99 A99 I98 E99
10 7 3 .BB.H...FGH.AAFG.I...G.ICCCDD....EE. F99 G99 B97 H99 A99 I99 E99
10 7 3 ..BB.I..FGHIAAFGH....G..CCC.DDEE.... F99 G99 B98 A99 I97 D99 E98
10 7 3 ...BB...FG..AAFGH....GH.CCCDDI...EEI F99 G99 B99 H99 A99 I99 E99
10 7 3 ..BB....F.HIAAF.HI...G..CCCGDD.EEG.. F99 G97 B98 A99 I98 D99 E99
10 7 3 .BB.H...FGHIAAFG.I...G..CCCDD.....EE F99 G99 B97 H99 A99 I98 E98
10 7 3 .BB.H...FGH.AAFG.I...G.ICCCDD.....EE F99 G99 B97 H99 A99 I99 E98
10 7 3 ..BB.I..FG.IAAFGH....GH.CCC.DD..EE.. F99 G99 B98 H99 A99 I97 D99
10 7 3 BB.G.....GH.AAFGH...F...CCCDDI.EE..I F98 G98 B96 A99 I99 E99
10 7 3 .BB.H...FGHIAAFG.I...G..CCCDD..EE... F99 G99 B97 H99 A99 I98 E99
10 7 3 .BB.H...FGH.AAFG.I...G.ICCCDD..EE... F99 G99 B97 H99 A99 I99 E99
10 7 3 BB.G.I..FGHIAAFGH.......CCCDD.....EE F99 G98 B96 A99 I97 E98
10 7 3 .BB.H...FGHIAAFG.I...G..CCCDD.EE.... F99 G99 B97 H99 A99 I98 E98
10 7 3 .BB.H...FGH.AAFG.I...G.ICCCDD.EE.... F99 G99 B97 H99 A99 I99 E98
10 7 3 ..BB.I..FGHIAAFGH....G...CCCDD..EE.. F99 G99 B98 A99 I97 C99 D99
10 7 3 ..BB.I..FGHIAAFGH....G..CCC.DD.EE... F99 G99 B98 A99 I97 D99 E99
10 7 3 ...BB.....HIAAF.HI..FG..CCCGDD...GEE F98 G97 B99 A99 I98 D99 E98
10 7 3 ...BB...F.HIAAF.HI...G..CCCGDD...GEE F99 G97 B99 A99 I98 D99 E98
10 7 3 ..BB.I..FGHIAAFGH....G..CCC.DD...EE. F99 G99 B98 A99 I97 D99 E99
10 7 3 ..BB.I..F.HIAAFGH....G..CCCGDD..EE.. F99 G98 B98 A99 I97 D99
10 7 3 ...BBI...G.IAAFGH...FGH.CCCDD.....EE F98 G99 B99 H99 A99 I97 E98
10 7 3 BB...I..FGHIAAFGH....G..CCC.DD....EE F99 G99 B96 A99 I97 D99 E98
10 7 3 BB.GH....GHIAAFG.I..F...CCCDD...EE.. F98 G98 B96 H99 A99 I98
10 7 3 BB.GH....GH.AAFG.I..F..ICCCDD...EE.. F98 G98 B96 H99 A99 I99
10 7 3 BB.G....FGH.AAFGH.......CCCDDI.EE..I F99 G98 B96 A99 I99 E99
10 7 3 ...BBI...GHIAAFGH...FG..CCC.DDEE.... F98 G99 B99 A99 I97 D99 E98
10 7 3 ...BBI..FGHIAAFGH....G..CCC.DDEE.... F99 G99 B99 A99 I97 D99 E98
10 7 3 ...BB...FG..AAFGH....GH.CCCDDIEE...I F99 G99 B99 H99 A99 I99 E98
10 7 3 BB..H....GHIAAFG.I..FG..CCCDD....EE. F98 G99 B96 H99 A99 I98 E99
10 7 3 .BBG....FGH.AAFGH.......CCCDDI.EE..I F99 G98 B97 A99 I99 E99
10 7 3 BB..H....GH.AAFG.I..FG.ICCCDD....EE. F98 G99 B96 H99 A99 I99 E99
10 7 3 BB.G.I..FGHIAAFGH.......CCCDD..EE... F99 G98 B96 A99 I97 E99
10 7 3 BB...I..FGHIAAFGH....G..CCC.DD.EE... F99 G99 B96 A99 I97 D99 E99
10 7 3 BB..H....GHIAAFG.I..FG..CCCDD.....EE F98 G99 B96 H99 A99 I98 E98
10 7 3 BB..H....GH.AAFG.I..FG.ICCCDD.....EE F98 G99 B96 H99 A99 I99 E98
10 7 3 BBFG....FGHIAA.GHI......CCCDD...EE.. F96 G98 B96 A99 I98
10 7 3 BBFG....FGH.AA.GHI.....ICCCDD...EE.. F96 G98 B96 A99 I99
10 7 3 BB.G.I..FGHIAAFGH.......CCCDD....EE. F99 G98 B96 A99 I97 E99
10 7 3 BB........HIAAF.HI..FG..CCCGDD.EEG.. F98 G97 B96 A99 I98 D99 E99
10 7 3 BBF.....FG.IAA.GHI...GH.CCCDD...EE.. F96 G99 B96 H99 A99 I98
10 7 3 BBF.....FG..AA.GHI...GHICCCDD...EE.. F96 G99 B96 H99 A99 I99
10 7 3 ...BB.....H.AAF.HI..FG.ICCCGDD...GEE F98 G97 B99 A99 I99 D99 E98
10 7 3 BBF.....FGHI.AAGHI...G..CCCDD...EE.. F96 G99 B96 A98 I98
10 7 3 BBF.....FGH..AAGHI...G.ICCCDD...EE.. F96 G99 B96 A98 I99
10 7 3 ....BB......AAF.HI..FGHICCCGDD...GEE F98 G97 H99 A99 I99 D99 E98
10 7 3 ..BB.I...G.IAAFGH...FGH.CCCDD..EE... F98 G99 B98 H99 A99 I97 E99
10 7 3 ....BB..F...AAF.HI...GHICCCGDD...GEE F99 G97 H99 A99 I99 D99 E98
10 7 3 ..BBH....GHIAAFG.I..FG..CCCDD.EE.... F98 G99 B98 H99 A99 I98 E98
10 7 3 BB...I...GHIAAFGH...FG..CCC.DDEE.... F98 G99 B96 A99 I97 D99 E98
10 7 3 .BBG....FG..AAFGH.....H.CCCDDI..EE.I F99 G98 B97 H99 A99 I99
10 7 3 BB..H...FGH.AAFG.I...G.ICCCDD.EE.... F99 G99 B96 H99 A99 I99 E98
10 7 3 .BB..I..FGHIAAFGH....G..CCC.DD.EE... F99 G99 B97 A99 I97 D99 E99
10 7 3 .BBG.I..FGHIAAFGH.......CCCDD....EE. F99 G98 B97 A99 I97 E99
10 7 3 .BBG....FGH.AAFGH.......CCCDDI...EEI F99 G98 B97 A99 I99 E99
10 7 3 .BB..I..FG.IAAFGH....GH.CCCDD.....EE F99 G99 B97 H99 A99 I97 E98
10 7 3 ..FBB...F...AA.GHI...GHICCCGDD.EE... G98 B99 H99 A99 I99 D99 E99
10 7 3 ..FBB...F...AA.GHI...GHICCCGDD....EE G98 B99 H99 A99 I99 D99 E98
10 7 3 .BBG.I...GHIAAFGH...F...CCCDD.EE.... F98 G98 B97 A99 I97 E98
10 7 3 BB......F.H.AAF.HI...G.ICCCGDDEE.G.. F99 G97 B96 A99 I99 D99 E98
10 7 3 .BBG.....GH.AAFGH...F...CCCDDI.EE..I F98 G98 B97 A99 I99 E99
10 7 3 BB.G.....G..AAFGH...F.HICCCDDIEE.... F98 G98 B96 H99 A99 E98
10 7 3 ...BB...F.H.AAF.HI...G.ICCCGDDEE.G.. F99 G97 B99 A99 I99 D99 E98
10 7 3 BB.G.I...GHIAAFGH...F...CCCDD....EE. F98 G98 B96 A99 I97 E99
10 7 3 BB.G.I...GHIAAFGH...F...CCCDD.EE.... F98 G98 B96 A99 I97 E98
10 7 3 BB...I...G.IAAFGH...FGH.CCCDD.EE.... F98 G99 B96 H99 A99 I97 E98
10 7 3 BB........H.AAF.HI..FG.ICCCGDDEE.G.. F98 G97 B96 A99 I99 D99 E98
10 7 3 .BB.......H.AAF.HI..FG.ICCCGDDEE.G.. F98 G97 B97 A99 I99 D99 E98
10 7 3 ..BBH...FGHIAAFG.I...G..CCCDD.EE.... F99 G99 B98 H99 A99 I98 E98
10 7 3 .BBG.....GH.AAFGH...F...CCCDDI...EEI F98 G98 B97 A99 I99 E99
10 7 3 ....BB.....IAAF.HI..FGH.CCCGDDEE.G.. F98 G97 H99 A99 I98 D99 E98
10 7 3 ....BB..F...AAF.HI...GHICCCGDD.EEG.. F99 G97 H99 A99 I99 D99 E99
10 7 3 .BBG....FG..AAFGH.....HICCCDDI....EE F99 G98 B97 H99 A99 E98
10 7 3 .BBG.I..FGHIAAFGH.......CCCDD..EE... F99 G98 B97 A99 I97 E99
10 7 3 BB..H...FGHIAAFG.I...G..CCCDD.EE.... F99 G99 B96 H99 A99 I98 E98
10 7 3 BB..H...F.HIAAFG.I...G..CCCGDD..EE.. F99 G98 B96 H99 A99 I98 D99
10 7 3 .BB.H.....HIAAFG.I..FG..CCCGDD..EE.. F98 G98 B97 H99 A99 I98 D99
10 7 3 ..BBH...F.HIAAFG.I...G..CCCGDD..EE.. F99 G98 B98 H99 A99 I98 D99
10 7 3 ..BBH...FGHIAAFG.I...G..CCCDD..EE... F99 G99 B98 H99 A99 I98 E99
10 7 3 ...BBI..FG.IAAFGH....GH.CCCDD....EE. F99 G99 B99 H99 A99 I97 E99
10 7 3 ....BB......AAF.HI..FGHICCCGDD.EEG.. F98 G97 H99 A99 I99 D99 E99
10 7 3 ..BB.I....HIAAFGH...FG..CCCGDD..EE.. F98 G98 B98 A99 I97 D99
10 7 3 BBF.....F.HIAA.GHI...G..CCCGDD..EE.. F96 G98 B96 A99 I98 D99
10 7 3 ..BBH...FGH.AAFG.I...G.ICCCDD.EE.... F99 G99 B98 H99 A99 I99 E98
10 7 3 BB..H.....HIAAFG.I..FG..CCCGDD..EE.. F98 G98 B96 H99 A99 I98 D99
10 7 3 ..BB.I...GHIAAFGH...FG..CCC.DD.EE... F98 G99 B98 A99 I97 D99 E99
10 7 3 ..BBH....GH.AAFG.I..FG.ICCCDD.EE.... F98 G99 B98 H99 A99 I99 E98
10 7 3 ..BB.I...GHIAAFGH...FG...CCCDD..EE.. F98 G99 B98 A99 I97 C99 D99
10 7 3 .BB.H.....H.AAFG.I..FG.ICCCGDD..EE.. F98 G98 B97 H99 A99 I99 D99
10 7 3 ..BB.I..FG.IAAFGH....GH.CCCDD..EE... F99 G99 B98 H99 A99 I97 E99
10 7 3 ..BB.I...GHIAAFGH...FG..CCC.DD...EE. F98 G99 B98 A99 I97 D99 E99
10 7 3 BB.G....FG..AAFGH.....HICCCDDI....EE F99 G98 B96 H99 A99 E98
10 7 3 ...BBI..FG.IAAFGH....GH.CCCDD.....EE F99 G99 B99 H99 A99 I97 E98
10 7 3 ...BB...F.H.AAF.HI...G.ICCCGDD.EEG.. F99 G97 B99 A99 I99 D99 E99
10 7 3 ...BBI..F.HIAAFGH....G..CCCGDD..EE.. F99 G98 B99 A99 I97 D99
10 7 3 ...BBI..FG.IAAFGH....GH.CCCDD.EE.... F99 G99 B99 H99 A99 I97 E98
10 7 3 ...BBI..FGHIAAFGH....G...CCCDD..EE.. F99 G99 B99 A99 I97 C99 D99
10 7 3 ...BBI..FG.IAAFGH....GH.CCC.DD..EE.. F99 G99 B99 H99 A99 I97 D99
10 7 3 ...BBI...G.IAAFGH...FGH.CCC.DD..EE.. F98 G99 B99 H99 A99 I97 D99
10 7 3 .BB..I...GHIAAFGH...FG..CCC.DD...EE. F98 G99 B97 A99 I97 D99 E99
10 7 3 BBF.....FGH.AA.GHI...G.ICCCDD.....EE F96 G99 B96 A99 I99 E98
10 7 3 .BB.H....GHIAAFG.I..FG..CCCDD.....EE F98 G99 B97 H99 A99 I98 E98
10 7 3 ..BBH....GH.AAFG.I..FG.ICCCDD....EE. F98 G99 B98 H99 A99 I99 E99
10 7 3 ..BBH....GHIAAFG.I..FG..CCCDD.....EE F98 G99 B98 H99 A99 I98 E98
10 7 3 .BB..I...GHIAAFGH...FG..CCC.DD....EE F98 G99 B97 A99 I97 D99 E98
10 7 3 ..BBH....GHIAAFG.I..FG..CCCDD....EE. F98 G99 B98 H99 A99 I98 E99
10 7 3 ...BBI..FG.IAAFGH....GH.CCCDD..EE... F99 G99 B99 H99 A99 I97 E99
10 7 3 ...BB...F.H.AAF.HI...G.ICCCGDD...GEE F99 G97 B99 A99 I99 D99 E98
10 7 3 BB..H.....H.AAFG.I..FG.ICCCGDD..EE.. F98 G98 B96 H99 A99 I99 D99
10 7 3 ..BBH.....HIAAFG.I..FG..CCCGDD..EE.. F98 G98 B98 H99 A99 I98 D99
10 7 3 ....BB.....IAAF.HI..FGH.CCCGDD...GEE F98 G97 H99 A99 I98 D99 E98
10 7 3 .BB.H...F.HIAAFG.I...G..CCCGDD..EE.. F99 G98 B97 H99 A99 I98 D99
10 7 3 ...BBI...GHIAAFGH...FG...CCCDD..EE.. F98 G99 B99 A99 I97 C99 D99
10 7 3 .BB..I...GHIAAFGH...FG..CCC.DDEE.... F98 G99 B97 A99 I97 D99 E98
10 7 3 .BBG.....G..AAFGH...F.HICCCDDIEE.... F98 G98 B97 H99 A99 E98
10 7 3 BBF.....FGH.AA.GHI...G.ICCCDD....EE. F96 G99 B96 A99 I99 E99
10 7 3 ..BBH....GH.AAFG.I..FG.ICCCDD..EE... F98 G99 B98 H99 A99 I99 E99
10 7 3 ....BB..F..IAAF.HI...GH.CCCGDD...GEE F99 G97 H99 A99 I98 D99 E98
10 7 3 ..BBH....GHIAAFG.I..FG..CCCDD..EE... F98 G99 B98 H99 A99 I98 E99
10 7 3 BBF.....FGHIAA.GHI...G..CCCDD....EE. F96 G99 B96 A99 I98 E99
10 7 3 BBF.....FGHIAA.GHI...G..CCCDD.....EE F96 G99 B96 A99 I98 E98
10 7 3 BB..H...F.H.AAFG.I...G.ICCCGDD..EE.. F99 G98 B96 H99 A99 I99 D99
10 7 3 BBF.....F.H.AA.GHI...G.ICCCGDD..EE.. F98 G98 B96 A99 I99 D99
10 7 3 BB..H....GHIAAFG.I..FG..CCCDD..EE... F98 G99 B96 H99 A99 I98 E99
10 7 3 .BBGH....GH.AAFG.I..F..ICCCDD...EE.. F98 G98 B97 H99 A99 I99
10 7 3 .BB.H...F.H.AAFG.I...G.ICCCGDD..EE.. F99 G98 B97 H99 A99 I99 D99
10 7 3 BB..H....GH.AAFG.I..FG.ICCCDD.EE.... F98 G99 B96 H99 A99 I99 E98
10 7 3 ..BBH.....H.AAFG.I..FG.ICCCGDD..EE.. F98 G98 B98 H99 A99 I99 D99
10 7 3 BB..H....GHIAAFG.I..FG..CCCDD.EE.... F98 G99 B96 H99 A99 I98 E98
10 7 3 ..BBH...F.H.AAFG.I...G.ICCCGDD..EE.. F99 G98 B98 H99 A99 I99 D99
10 7 3 ....BB..F..IAAF.HI...GH.CCCGDDEE.G.. F99 G97 H99 A99 I98 D99 E98
10 7 3 BB..H....GH.AAFG.I..FG.ICCCDD..EE... F98 G99 B96 H99 A99 I99 E99
10 7 3 ..BBH....GH.AAFG.I..FG.ICCCDD.....EE F98 G99 B98 H99 A99 I99 E98
10 7 3 BBF.....FGH.AA.GHI...G.ICCCDD.EE.... F96 G99 B96 A99 I99 E98
10 7 3 ...BB...F.HIAAF.HI...G..CCCGDD.EEG.. F99 G97 B99 A99 I98 D99 E99
10 7 3 BBF.....FGHIAA.GHI...G..CCCDD.EE.... F96 G99 B96 A99 I98 E98
10 7 3 ...BB.....HIAAF.HI..FG..CCCGDD.EEG.. F98 G97 B99 A99 I98 D99 E99
10 7 3 .BB.H....GH.AAFG.I..FG.ICCCDD....EE. F98 G99 B97 H99 A99 I99 E99
10 7 3 BBF.....FGH.AA.GHI...G.ICCCDD..EE... F96 G99 B96 A99 I99 E99
10 7 3 BBF.....FGHIAA.GHI...G..CCCDD..EE... F96 G99 B96 A99 I98 E99
10 7 3 .BB..I....HIAAFGH...FG..CCCGDD..EE.. F98 G98 B97 A99 I97 D99
10 7 3 .BB..I...GHIAAFGH...FG...CCCDD..EE.. F98 G99 B97 A99 I97 C99 D99
10 7 3 ..BBH...FGH.AAFG.I...G.ICCCDD..EE... F99 G99 B98 H99 A99 I99 E99
10 7 3 .BB.H....GHIAAFG.I..FG..CCCDD....EE. F98 G99 B97 H99 A99 I98 E99
10 7 3 ....BB..F..IAAF.HI...GH.CCCGDD.EEG.. F99 G97 H99 A99 I98 D99 E99
10 7 3 ....BB.....IAAF.HI..FGH.CCCGDD.EEG.. F98 G97 H99 A99 I98 D99 E99
10 8 2 BBF.H...FGH..AAG.I...G.ICCCDD...EE.. F98 G99 B96 H99 A98 I99
10 8 2 BBF.....FG..AA.GH....GH.CCCDDIEE...I F96 G99 B96 H99 A99 I99 E98
10 8 2 .BBGHI..FGHIAAFG........CCCDD..EE... F99 G98 B97 H99 A99 I97 E99
10 8 2 BBFGH...FGHIAA.G.I......CCCDD...EE.. F98 G98 B96 H99 A99 I98
10 8 2 BB..HI..FGHIAAFG.....G..CCC.DD....EE F99 G99 B96 H99 A99 I97 D99 E98
10 8 2 BB..HI..FGHIAAFG.....G..CCC.DD...EE. F99 G99 B96 H99 A99 I97 D99 E99
10 8 2 BB..HI..FGHIAAFG.....G...CCCDD..EE.. F99 G99 B96 H99 A99 I97 C99 D99
10 8 2 BBFG....FG...AAGH.....HICCCDDI..EE.. F96 G98 B96 H99 A98
10 8 2 BB..HI..F.HIAAFG.....G..CCCGDD..EE.. F99 G98 B96 H99 A99 I97 D99
10 8 2 BB.GHI..FGHIAAFG........CCC.DD..EE.. F99 G98 B96 H99 A99 I97 D99
10 8 2 .BB.HI...GHIAAFG....FG..CCC.DD.EE... F98 G99 B97 H99 A99 I97 D99 E99
10 8 2 .BB.HI...GHIAAFG....FG..CCC.DD...EE. F98 G99 B97 H99 A99 I97 D99 E99
10 8 2 .BB.HI...GHIAAFG....FG...CCCDD..EE.. F98 G99 B97 H99 A99 I97 C99 D99
10 8 2 ..BBHI...GHIAAFG....FG...CCCDD..EE.. F98 G99 B98 H99 A99 I97 C99 D99
10 8 2 .BB.HI....HIAAFG....FG..CCCGDD..EE.. F98 G98 B97 H99 A99 I97 D99
10 8 2 .BBGHI...GHIAAFG....F...CCC.DD..EE.. F98 G98 B97 H99 A99 I97 D99
10 8 2 ..BBHI....HIAAFG....FG..CCCGDD..EE.. F98 G98 B98 H99 A99 I97 D99
10 8 2 BBF..I..FGHI.AAGH....G..CCCDD..EE... F96 G99 B96 A98 I97 E99
10 8 2 BBF..I..FG.IAA.GH....GH.CCCDD..EE... F96 G99 B96 H99 A99 I97 E99
10 8 2 BBFG.I..FGHIAA.GH.......CCCDD..EE... F96 G98 B96 A99 I97 E99
10 8 2 .BB.HI..FGHIAAFG.....G..CCC.DDEE.... F99 G99 B97 H99 A99 I97 D99 E98
10 8 2 .BB.HI..FGHIAAFG.....G..CCC.DD.EE... F99 G99 B97 H99 A99 I97 D99 E99
10 8 2 .BB.HI..FGHIAAFG.....G...CCCDD..EE.. F99 G99 B97 H99 A99 I97 C99 D99
10 8 2 .BB.HI..F.HIAAFG.....G..CCCGDD..EE.. F99 G98 B97 H99 A99 I97 D99
10 8 2 .BBGHI..FGHIAAFG........CCC.DD..EE.. F99 G98 B97 H99 A99 I97 D99
10 8 2 ..FBBI..F..IAA.GH....GH.CCCGDD....EE G98 B99 H99 A99 I97 D99 E98
10 8 2 .BBGHI..FGHIAAFG........CCCDD....EE. F99 G98 B97 H99 A99 I97 E99
10 8 2 .BBGHI..FGHIAAFG........CCCDD.....EE F99 G98 B97 H99 A99 I97 E98
10 8 2 BBFG.I..FGHIAA.GH.......CCCDD.EE.... F96 G98 B96 A99 I97 E98
10 8 2 BBF..I..FG.IAA.GH....GH.CCCDD.EE.... F96 G99 B96 H99 A99 I97 E98
10 8 2 BBFG....FGH..AAGH......ICCCDDIEE.... F96 G98 B96 A98 E98
10 8 2 BBF.....FG...AAGH....GHICCCDDIEE.... F96 G99 B96 H99 A98 E98
10 8 2 BBFG....FG..AA.GH.....HICCCDDIEE.... F96 G98 B96 H99 A99 E98
10 8 2 BB.GHI...GHIAAFG....F...CCCDD.EE.... F98 G98 B96 H99 A99 I97 E98
10 8 2 BBF..I..FGHI.AAGH....G..CCCDD.EE.... F96 G99 B96 A98 I97 E98
10 8 2 BBF.....FGH..AAGH....G..CCCDDIEE...I F96 G99 B96 A98 I99 E98
10 8 2 .BB.HI..FGHIAAFG.....G..CCC.DD....EE F99 G99 B97 H99 A99 I97 D99 E98
10 8 2 BBFG....FGH.AA.GH.......CCCDDIEE...I F96 G98 B96 A99 I99 E98
10 8 2 BB.GH....GH.AAFG....F...CCCDDI...EEI F98 G98 B96 H99 A99 I99 E99
10 8 2 ..BB.I....HIAAF.H...FG..CCCGDDEE.G.. F98 G97 B98 A99 I97 D99 E98
10 8 2 ..FBBI..FG.IAA.GH....GH..CCCDD....EE G99 B99 H99 A99 I97 C99 D99 E98
10 8 2 BB.GH....GH.AAFG....F...CCCDDIEE...I F98 G98 B96 H99 A99 I99 E98
10 8 2 BB.GH...FGH.AAFG........CCCDDI.EE..I F99 G98 B96 H99 A99 I99 E99
10 8 2 ..FBBI..FG.IAA.GH....GH..CCCDD.EE... G99 B99 H99 A99 I97 C99 D99 E99
10 8 2 ..BBHI..FGHIAAFG.....G...CCCDD..EE.. F99 G99 B98 H99 A99 I97 C99 D99
10 8 2 .BB..I..F.HIAAF.H....G..CCCGDDEE.G.. F99 G97 B97 A99 I97 D99 E98
